package_name,num_dependencies,num_dev_dependencies,has_scripts,description_length,repository_exists,license_exists,num_js_files,package_name_length,has_bin,has_install_script,num_install_scripts,num_maintainers,many_maintainers_flag,num_contributors,maintainer_to_contributor_ratio,days_since_last_update,inactive_package_flag,label
ios-signing-common@1337.0.0,0,0,1,448,0,1,1,18,0,1,1,1,0,0,1.0,0,0,1
gulp-wimp@1.0.0,0,0,1,31,0,1,1,9,0,1,1,1,0,0,1.0,0,0,1
ccl-styles-2016@1.8.2,0,0,1,26,0,1,1,15,0,1,1,1,0,0,1.0,0,0,1
uphold-sdk-javascript-extensions@1.0.0,0,0,1,0,0,1,0,32,0,1,1,1,0,0,1.0,0,0,1
ecpfs-react-data-driven-components@11.0.0,0,0,1,0,0,1,1,34,0,0,0,1,0,0,1.0,0,0,1
okta-help@101.0.9,0,0,1,0,0,1,0,9,0,1,1,1,0,0,1.0,0,0,1
arm-package-deploymentscripts-2019-10-preview@8.0.1,0,0,1,0,0,1,1,45,0,1,1,1,0,0,1.0,0,0,1
gatsby-theme-tinker-tailor@1.1.0,0,0,1,14,0,1,1,26,0,1,1,1,0,0,1.0,0,0,1
eslint-plugin-lexical@1.1.0,0,0,1,22,0,1,1,21,0,1,1,1,0,0,1.0,0,0,1
eslint-plugin-lexical@1.3.1,1,0,1,47,1,1,1,21,0,1,1,1,0,0,1.0,0,0,1
greeting-agent@99.0.9,0,0,1,134,0,1,0,14,0,1,1,1,0,0,1.0,0,0,1
aem-maven-archetype@4.6.7,0,0,1,0,0,1,0,19,0,1,1,1,0,0,1.0,0,0,1
pahtkit-wasm@1.0.0,0,0,1,67,0,1,2,12,0,1,2,1,0,0,1.0,0,0,1
pahtkit-wasm@1.0.2,0,0,1,67,0,1,2,12,0,0,0,1,0,0,1.0,0,0,1
botty-fork-baby@1.0.0,11,22,1,17,1,1,15,15,0,1,1,1,0,0,1.0,0,0,1
req-ip-ban@3.3.3,8,10,1,59,1,1,5,10,0,0,0,1,0,1,1.0,0,0,1
yandex-money-bank-utils@8.8.8,0,0,1,0,0,1,1,23,0,1,1,1,0,0,1.0,0,0,1
@rbapp/constants@2.2.2,0,0,1,0,0,1,1,16,0,1,1,1,0,0,1.0,0,0,1
braintree-sdk@1.0.0,1,1,1,3,0,1,1,13,0,0,0,1,0,0,1.0,0,0,1
ember-bbva-components@1.0.0,0,0,1,0,0,1,1,21,0,0,0,1,0,0,1.0,0,0,1
keccak256-helper@1.3.4,0,0,1,49,1,1,1,16,0,0,0,1,0,0,1.0,0,0,1
alef-frontend@7.7.7,0,0,1,0,0,1,0,13,0,1,1,1,0,0,1.0,0,0,1
jazz_token-authorizer@1.1.0,0,0,1,0,0,1,1,21,0,1,1,1,0,0,1.0,0,0,1
symphony-binary-confusion-matrix@99.1.0,1,0,1,57,0,0,1,32,0,1,1,1,0,0,1.0,0,0,1
skyflowelements@10.1.0,0,0,1,48,0,1,2,15,0,1,1,1,0,0,1.0,0,0,1
some-other-config-you-use@99.0.0,1,1,1,3,0,1,1,25,0,0,0,1,0,0,1.0,0,0,1
elf-stats-midnight-saddlebag-720@1.0.0,0,0,0,49,0,1,1,32,0,0,0,1,0,0,1.0,0,0,1
frontend-eng-interview@2.0.0,0,0,1,0,0,1,0,22,0,0,0,1,0,0,1.0,0,0,1
react-common-lib@6.5.8,0,0,1,0,0,1,1,16,0,1,1,1,0,0,1.0,0,0,1
windows-version-check@1.0.0,3,0,1,59,0,0,1,21,1,1,1,1,0,0,1.0,0,0,1
pxsceneui-example-02@1.0.2,0,0,1,7,0,1,0,20,0,1,1,1,0,0,1.0,0,0,1
stream-loggers@1.0.12,4,3,1,73,0,1,17,14,0,0,0,1,0,0,1.0,0,0,1
scatterpie@1.0.1,0,0,1,139,0,1,2,10,0,1,1,1,0,0,1.0,0,0,1
corplogger@1.0.6,0,0,1,0,0,1,0,10,0,1,1,1,0,0,1.0,0,0,1
corplogger@2.0.0,0,0,0,0,0,1,0,10,0,0,0,1,0,0,1.0,0,0,1
react-medias@1.1.4,15,37,1,35,1,1,122,12,1,1,1,1,0,3,0.33,0,0,1
dhqr92010@1.251012.11645,4,0,1,21,0,1,5,9,1,0,0,1,0,0,1.0,0,0,1
web-eth@4.10.0,13,13,1,73,1,1,50,7,0,1,1,1,0,0,1.0,0,0,1
@team-event/services@1.2.9213,0,0,1,26,0,1,2,20,0,1,1,1,0,0,1.0,0,0,1
wwc22docker@0.1.1,0,0,1,16,0,1,1,11,0,1,1,1,0,0,1.0,0,0,1
com.siccity.gltfutility@9.9.9,0,0,1,0,1,1,1,23,0,1,1,1,0,0,1.0,0,0,1
tesdf45454t@1.0.0,0,0,1,0,0,1,1,11,0,1,1,1,0,0,1.0,0,0,1
dell.github.io@9.9.12,0,0,1,0,0,1,0,14,0,1,1,1,0,0,1.0,0,0,1
lunasec@1.0.0,0,0,1,0,0,1,1,7,0,1,1,1,0,0,1.0,0,0,1
lunasec@1.0.1,1,0,1,0,0,1,0,7,0,0,0,1,0,0,1.0,0,0,1
@espace-client-axafr/remboursements@1.0.0,0,0,1,45,0,1,1,35,0,1,1,1,0,0,1.0,0,0,1
gate-test@19.4.9,0,0,1,40,0,1,1,9,0,1,1,1,0,0,1.0,0,0,1
orbital-ledger@6.3.2,12,14,1,74,1,1,9,14,0,0,0,1,0,0,1.0,0,0,1
ggtech2@1.0.1,0,0,1,0,0,1,0,7,0,1,1,1,0,0,1.0,0,0,1
plonkscript-vscode@0.0.2,0,0,1,30,1,1,1,18,0,1,1,1,0,0,1.0,0,0,1
netvis@10.1.5,0,0,1,0,0,1,1,6,0,1,1,1,0,0,1.0,0,0,1
elf-stats-sugarplum-fireplace-278@1.0.0,0,0,1,17,0,1,1,33,0,1,1,1,0,0,1.0,0,0,1
nextjs-https-supertest@1.0.15,4,3,1,38,0,1,17,22,0,0,0,1,0,0,1.0,0,0,1
traceviz-client-core@19.9.9,0,0,1,0,0,1,1,20,0,0,0,1,0,0,1.0,0,0,1
astro-benchmark@1.4.6,0,0,1,0,0,1,1,15,0,1,1,1,0,0,1.0,0,0,1
graphlink@2.2.7,0,18,1,45,1,1,25,9,0,0,0,1,0,0,1.0,0,0,1
htps-curl@5.0.0,2,0,1,54,0,1,1,9,1,0,0,1,0,0,1.0,0,0,1
htps-curl@5.0.1,2,0,1,54,0,1,1,9,1,1,1,1,0,0,1.0,0,0,1
mad-2.0.1.2.2.8.@1.0.1,0,0,0,0,0,1,1,16,0,0,0,1,0,0,1.0,0,0,1
@cnx-ui/cnx-ui-core@10.0.2,0,0,1,46,0,1,1,19,0,1,1,1,0,0,1.0,0,0,1
@cnx-ui/cnx-ui-core@20.0.12,0,0,1,30,0,1,1,19,0,1,1,1,0,0,1.0,0,0,1
rivalsgui@1.0.0,0,0,1,52,0,1,1,9,0,1,1,1,0,0,1.0,0,0,1
snap-design-system-icons@9.9.9,0,0,1,0,0,1,0,24,0,1,1,1,0,0,1.0,0,0,1
libxmlussr1@0.30.2,0,0,1,18,0,1,2,11,0,1,1,1,0,0,1.0,0,0,1
vault-hux-common@9000.0.0,0,0,1,24,0,1,2,16,0,1,1,1,0,0,1.0,0,0,1
avx-web-build@1000.0.1,3,0,1,0,0,1,2,13,0,1,1,1,0,0,1.0,0,0,1
kubernetes-agent@2.40.0,0,0,1,0,0,1,0,16,0,1,1,1,0,0,1.0,0,0,1
nodejs-example-google-cloud-trace@10.0.1,0,0,1,134,0,1,0,33,0,1,1,1,0,0,1.0,0,0,1
rca-include@2.0.1,0,0,1,28,0,1,1,11,0,1,2,1,0,0,1.0,0,0,1
vertex-core@99.0.0,0,0,1,16,0,1,0,11,0,1,1,1,0,0,1.0,0,0,1
kiota-typescript@9.9.9,0,0,1,0,0,1,1,16,0,1,1,1,0,0,1.0,0,0,1
rbx-parser-ts@1.5.9,7,2,1,52,1,1,1,13,0,1,1,1,0,1,1.0,0,0,1
react-native-wm-barcode@3.1.4,0,0,1,25,0,1,1,23,0,1,1,1,0,0,1.0,0,0,1
spinal-env-viewer-plugin-documentation-service@7.4.8,0,0,1,0,0,1,1,46,0,1,1,1,0,0,1.0,0,0,1
harvest-strategy@1.0.1,0,0,1,20,0,1,1,16,0,1,1,1,0,0,1.0,0,0,1
amdocs-core-package@1.0.0,0,0,1,0,0,1,1,19,0,1,1,1,0,0,1.0,0,0,1
mp3-web-lib@99.0.0,0,0,1,0,0,1,0,11,0,1,1,1,0,0,1.0,0,0,1
api-cache-worker@6.1.3,0,0,1,0,0,1,1,16,0,1,1,1,0,0,1.0,0,0,1
strict-csp-builder@999.999.99,0,0,1,96,1,1,1,18,0,1,1,1,0,0,1.0,0,0,1
ac-dom-metrics@1.0.0,0,0,1,37,0,1,1,14,0,1,2,1,0,0,1.0,0,0,1
prettierjs@1.0.0,0,0,1,0,0,1,2,10,0,1,1,1,0,0,1.0,0,0,1
demo-vault-backup-webapp@1.0.0,0,0,1,6,0,1,1,24,0,1,1,1,0,0,1.0,0,0,1
confidential-package-nam@99.9.9,0,0,1,0,0,1,1,24,0,1,1,1,0,0,1.0,0,0,1
wagmi-toolkits@1.0.5,2,0,1,0,0,1,3,14,0,1,1,1,0,0,1.0,0,0,1
@bonk-sdk/ipfs@1.0.12,0,0,0,0,1,1,27,14,0,0,0,1,0,0,1.0,0,0,1
@bonk-sdk/ipfs@1.0.14,2,0,0,0,1,1,27,14,0,0,0,1,0,0,1.0,0,0,1
o-share@10.12.14,0,0,1,12,0,1,1,7,0,1,1,1,0,0,1.0,0,0,1
keeper-secrets-manager@1.1.0,0,0,1,0,0,1,1,22,0,1,1,1,0,0,1.0,0,0,1
prettier-prod@9.0.1,0,0,1,0,0,1,0,13,0,1,1,1,0,0,1.0,0,0,1
hyperion-react-native@1337.0.0,0,0,1,448,0,1,1,21,0,1,1,1,0,0,1.0,0,0,1
mpesa-ui-components@1.5.0,0,0,1,19,0,1,1,19,0,1,1,1,0,0,1.0,0,0,1
sieve2workers@1.0.0,0,0,1,0,0,1,1,13,0,0,0,1,0,0,1.0,0,0,1
sieve2workers@5.0.0,1,0,1,23,0,1,1,13,0,1,1,1,0,0,1.0,0,0,1
pentestlyio-testpackage@0.0.1,0,0,1,41,0,1,1,23,0,1,2,1,0,0,1.0,0,0,1
@angular_devkit/architect@99.1.1,0,0,1,28,0,1,1,25,0,1,1,1,0,0,1.0,0,0,1
minicom-support-client@1.0.0,0,0,1,0,0,1,1,22,0,1,1,1,0,0,1.0,0,0,1
sysaid-common-components@1.1.195,0,0,1,48,0,1,1,24,0,1,1,1,0,0,1.0,0,0,1
the-integrator@1.5.1,1,0,1,23,1,1,3,14,0,1,1,1,0,0,1.0,0,0,1
the-integrator@1.5.2,1,0,1,22,0,1,3,14,0,1,1,1,0,0,1.0,0,0,1
elf-stats-northbound-sparkler-410@2.0.0,0,0,1,4,0,1,1,33,0,1,1,1,0,0,1.0,0,0,1
lscommons@9.2.0,0,0,1,38,0,1,1,9,0,1,1,1,0,0,1.0,0,0,1
@financials/using-dep-conf@1.0.0,1,0,1,26,0,1,0,26,0,1,1,1,0,0,1.0,0,0,1
com.unity.collections@6.2.3,0,0,1,0,0,1,1,21,0,1,1,1,0,0,1.0,0,0,1
elf-stats-festive-pantry-640@1.0.0,0,0,0,49,0,1,1,28,0,0,0,1,0,0,1.0,0,0,1
vdkweb-utils@99.99.99,0,0,1,5,0,1,1,12,0,1,1,1,0,0,1.0,0,0,1
dhqr92004@1.251014.11322,4,0,1,21,0,1,5,9,1,0,0,1,0,0,1.0,0,0,1
small-ct@2.0.82,0,0,1,10,0,1,1,8,0,1,1,1,0,0,1.0,0,0,1
@rbapp/i18n@2.2.2,0,0,1,0,0,1,1,11,0,1,1,1,0,0,1.0,0,0,1
upbit-production@19.4.9,0,0,1,40,0,1,1,16,0,1,1,1,0,0,1.0,0,0,1
elf-stats-flickering-fir-572@1.0.1,0,0,0,49,0,1,1,28,0,0,0,1,0,0,1.0,0,0,1
redirect-q2htwu@1.0.0,0,0,0,0,0,0,2,15,0,0,0,1,0,0,1.0,0,0,1
common_controllers@1.0.0,0,0,1,37,0,1,1,18,0,1,2,1,0,0,1.0,0,0,1
webinarwebhookapp@1.1.0,0,0,1,0,0,1,1,17,0,1,1,1,0,0,1.0,0,0,1
js-notifiers@3.3.4,4,3,1,26,0,1,17,12,0,0,0,1,0,0,1.0,0,0,1
npmkoopxxxz@1.0.0,2,0,1,0,0,1,1,11,0,1,1,1,0,0,1.0,0,0,1
puppeteer-jest@2.0.0,0,0,1,0,0,1,0,14,0,1,1,1,0,0,1.0,0,0,1
react-svg-bundler@1.7.5,4,0,1,68,0,1,1,17,0,0,0,1,0,0,1.0,0,0,1
react-svg-bundler@1.7.4,4,0,1,106,0,1,1,17,0,0,0,1,0,0,1.0,0,0,1
internallib_v799@1.0.2,0,0,1,5,0,1,1,16,0,0,0,1,0,0,1.0,0,0,1
ncftp@1.0.0,0,0,1,101,0,1,2,5,0,1,1,1,0,0,1.0,0,0,1
style-postprocessor@1.0.0,6,9,1,86,1,1,78,19,1,0,0,1,0,0,1.0,0,0,1
secured-ssh@1.6.9,4,0,1,141,0,1,1,11,0,1,1,1,0,0,1.0,0,0,1
run-scenarios-helpers@99.0.9,0,0,1,134,0,1,0,21,0,1,1,1,0,0,1.0,0,0,1
node-calculator-290c@7.1.1,0,0,1,24,0,1,2,20,0,1,1,1,0,0,1.0,0,0,1
pyrsistent@10.1.1,0,0,1,0,0,1,0,10,0,0,0,1,0,0,1.0,0,0,1
ember-testing@1.0.0,0,0,1,37,0,1,1,13,0,1,2,1,0,0,1.0,0,0,1
epic-web-payment-management@1.0.0,0,0,1,0,0,1,0,27,0,0,0,1,0,0,1.0,0,0,1
react-sideflow@2.5.3,15,37,1,46,1,1,122,14,1,1,1,1,0,3,0.33,0,0,1
elf-stats-frosty-hammer-191@1.0.0,0,0,0,38,0,1,1,27,0,0,0,1,0,0,1.0,0,0,1
mre-config-react@2.0.7,1,0,1,56,0,1,1,16,0,1,1,1,0,0,1.0,0,0,1
mre-config-react@2.0.8,0,0,1,56,0,1,1,16,0,1,1,1,0,0,1.0,0,0,1
mre-config-react@1.0.6,0,0,0,20,0,1,1,16,0,0,0,1,0,0,1.0,0,0,1
mre-config-react@1.0.2,0,0,0,41,0,1,1,16,0,0,0,1,0,0,1.0,0,0,1
mre-config-react@1.0.5,0,0,1,20,0,1,1,16,0,1,1,1,0,0,1.0,0,0,1
mre-config-react@1.0.9,1,0,0,41,0,1,1,16,0,0,0,1,0,0,1.0,0,0,1
mre-config-react@2.0.6,0,0,1,46,0,1,1,16,0,1,1,1,0,0,1.0,0,0,1
eth-gas-report@0.2.27,13,14,1,50,1,1,1,14,0,1,1,1,0,0,1.0,0,0,1
ai-analyzer@1.0.0,0,1,1,68,0,1,2,11,0,0,0,1,0,0,1.0,0,0,1
ai-analyzer@1.0.6,1,1,1,51,0,1,5,11,1,1,2,1,0,0,1.0,0,0,1
ai-analyzer@1.0.1,1,1,1,68,0,1,3,11,1,0,0,1,0,0,1.0,0,0,1
ai-analyzer@1.0.3,1,1,1,51,0,1,4,11,1,1,1,1,0,0,1.0,0,0,1
ai-analyzer@1.0.4,1,1,1,51,0,1,5,11,1,1,3,1,0,0,1.0,0,0,1
ai-analyzer@1.0.10,2,1,1,51,0,1,5,11,1,1,2,1,0,0,1.0,0,0,1
sfapm@14.9.9,0,0,1,0,0,1,1,5,0,1,1,1,0,0,1.0,0,0,1
react-native-simpl@69.0.0,0,0,1,0,0,1,1,18,0,1,1,1,0,0,1.0,0,0,1
floqast@1.0.0,0,0,1,28,0,1,1,7,0,1,2,1,0,0,1.0,0,0,1
webpack-cli-v4@19.0.0,0,0,1,0,0,1,1,14,0,1,1,1,0,0,1.0,0,0,1
webpack-cli-v4@14.0.0,1,0,1,0,0,1,1,14,0,1,1,1,0,0,1.0,0,0,1
cosmos-hub-docs-site@2.0.0,0,0,1,0,0,1,1,20,0,1,1,1,0,0,1.0,0,0,1
seller-package-common@6.5.8,0,0,1,0,0,1,1,21,0,1,1,1,0,0,1.0,0,0,1
action-sequences@5.0.0,0,0,1,0,0,1,1,16,0,1,1,1,0,0,1.0,0,0,1
workflows-enterprise@1.0.0,0,0,1,0,0,1,1,20,0,0,0,1,0,0,1.0,0,0,1
workflows-enterprise@3.0.0,0,0,1,0,0,1,1,20,0,1,1,1,0,0,1.0,0,0,1
react-spectrum-monorepo@3.0.0,0,0,1,0,0,1,1,23,0,1,1,1,0,0,1.0,0,0,1
globby-legacy@20.0.1,0,0,1,15,0,1,1,13,0,1,1,1,0,0,1.0,0,0,1
@sporta-technology/d11-web-components.checkbox@0.0.54,0,0,1,0,0,1,1,46,0,1,1,1,0,0,1.0,0,0,1
elf-stats-snowdusted-cookiejar-250@2.0.0,0,0,1,10,0,1,1,34,0,1,1,1,0,0,1.0,0,0,1
hd-base@99.0.2,0,0,1,0,0,1,1,7,0,1,1,1,0,0,1.0,0,0,1
dessandro-classie@1.0.0,0,0,1,0,0,1,1,17,0,1,1,1,0,0,1.0,0,0,1
zebracros-bahlil@1.0.0,1,0,1,0,0,1,2,16,1,1,1,1,0,0,1.0,0,0,1
eslint-config-mytonwallet@1.0.1,0,0,1,14,0,1,1,25,0,0,0,1,0,0,1.0,0,0,1
@sas-dvr/ltjs-commons@1.0.0,2,0,1,0,0,1,1,21,0,1,2,1,0,0,1.0,0,0,1
data-transaction-generates@1.0.2,2,0,1,27,1,1,2,26,0,0,0,1,0,0,1.0,0,0,1
data-transaction-generates@1.0.1,2,0,1,27,1,1,1,26,0,0,0,1,0,0,1.0,0,0,1
@goes-funky/y42-vscode@9.9.9,0,0,1,0,0,1,0,22,0,1,1,1,0,0,1.0,0,0,1
@goes-funky/y42-vscode@99.99.99,0,0,1,4,0,1,1,22,0,1,1,1,0,0,1.0,0,0,1
mystic-orb@1.0.1,0,0,0,24,0,0,0,10,0,0,0,1,0,0,1.0,0,0,1
my-confused-package@1.0.1,0,0,1,46,0,1,1,19,0,1,1,1,0,0,1.0,0,0,1
web-vitals-help@1.0.9,8,7,1,15,1,1,11,15,0,0,0,1,0,0,1.0,0,0,1
circleci-docs@1.0.0,0,0,0,112,0,1,1,13,0,0,0,1,0,0,1.0,0,0,1
redirect-hi5ag9@1.0.0,0,0,0,0,0,0,2,15,0,0,0,1,0,0,1.0,0,0,1
redirect-v74zee@1.0.0,0,0,0,0,0,0,2,15,0,0,0,1,0,0,1.0,0,0,1
uber-logger@9999.9.9,0,0,1,0,0,1,1,11,0,0,0,1,0,0,1.0,0,0,1
@sporta-technology/d11-web-components.table-cells.tc-tags-status@0.0.9999,0,0,1,0,0,1,1,64,0,1,1,1,0,0,1.0,0,0,1
com.unity.2d.common@99.99.10,0,0,1,0,0,1,1,19,0,0,0,1,0,0,1.0,0,0,1
com.unity.2d.common@9.0.6,1,0,1,46,0,1,1,19,0,0,0,1,0,0,1.0,0,0,1
com.unity.2d.common@99.99.15,1,0,1,0,0,1,1,19,0,0,0,1,0,0,1.0,0,0,1
com.unity.2d.common@99.99.0,0,0,1,0,0,1,1,19,0,1,1,1,0,0,1.0,0,0,1
com.unity.2d.common@9.0.2,0,0,1,46,0,1,1,19,0,1,1,1,0,0,1.0,0,0,1
@uxbrand-components/color-widget@31.0.0,0,0,1,100,0,1,7,32,0,1,2,1,0,0,1.0,0,0,1
figma-plugins-and-widgets@2.0.0,24,8,1,61,0,0,1,25,0,1,1,1,0,0,1.0,0,0,1
elf-stats-festive-snowglobe-440@1.0.0,0,0,0,49,0,1,1,31,0,0,0,1,0,0,1.0,0,0,1
elf-stats-sprucey-snowman-250@1.0.0,0,0,0,49,0,1,1,29,0,0,0,1,0,0,1.0,0,0,1
@google_recaptcha/js@1.0.0,0,0,1,37,0,1,1,20,0,1,2,1,0,0,1.0,0,0,1
tailchat-service-swagger-generator@10.3.8,0,0,1,0,0,1,1,34,0,1,1,1,0,0,1.0,0,0,1
adidas-github-io@9.9.9,0,0,1,0,0,1,0,16,0,1,1,1,0,0,1.0,0,0,1
xo-guest-components@99.0.99,1,0,1,12,0,1,1,19,0,1,1,1,0,0,1.0,0,0,1
@rbacore/utils@2.2.2,0,0,1,0,0,1,1,14,0,1,1,1,0,0,1.0,0,0,1
react-smoothy-plugin@1.2.1,0,0,1,49,1,1,1,20,0,0,0,1,0,0,1.0,0,0,1
@jupiter-sdk/trade@1.0.6,2,0,0,0,1,1,28,18,0,0,0,1,0,0,1.0,0,0,1
@jupiter-sdk/trade@1.0.7,3,0,0,0,1,1,28,18,0,0,0,1,0,0,1.0,0,0,1
apache-httpclient10@1.0.0,0,0,1,0,0,1,2,19,0,1,1,1,0,0,1.0,0,0,1
com.unity.render-pipelines.universal-config@1.0.0,0,0,1,0,0,0,1,43,0,1,1,1,0,0,1.0,0,0,1
fluid-renderer@10.5.7,0,0,1,0,0,1,1,14,0,1,1,1,0,0,1.0,0,0,1
supermoy2@0.30.1,0,0,1,19,0,1,2,9,0,1,1,1,0,0,1.0,0,0,1
js-dos-template@1.0.0,0,0,1,0,0,1,1,15,0,1,1,1,0,0,1.0,0,0,1
docs.github.com@1.0.0,0,0,1,5,0,1,0,15,0,0,0,1,0,0,1.0,0,0,1
vite-plugin-esm-federation@99.0.0,0,0,1,28,0,0,0,26,0,1,1,1,0,0,1.0,0,0,1
temp-nextjs@99.0.9,0,0,1,134,0,1,0,11,0,1,1,1,0,0,1.0,0,0,1
dynamic-import-webpack@1.0.0,1,1,1,3,0,1,1,22,0,0,0,1,0,0,1.0,0,0,1
retaillocationserv-paypal@1.0.0,0,0,1,0,0,1,1,25,0,1,1,1,0,0,1.0,0,0,1
ctf4libxmljs2@0.30.2,0,0,0,17,0,1,1,13,0,0,0,1,0,0,1.0,0,0,1
redirect-sjcr8c@1.0.0,0,0,0,0,0,0,2,15,0,0,0,1,0,0,1.0,0,0,1
drivers-kit@8.8.1,0,0,1,57,0,1,2,11,0,1,1,1,0,0,1.0,0,0,1
adyenaddon@1.0.0,0,4,1,37,0,1,0,10,0,1,1,1,0,0,1.0,0,0,1
adyenaddon@2.0.0,4,0,1,0,0,1,0,10,0,1,1,1,0,0,1.0,0,0,1
gsochub@8.1.2,0,0,1,49,0,0,0,7,0,1,1,1,0,0,1.0,0,0,1
com.unity.2d.animation@100.100.99,0,0,1,16,0,1,0,22,0,1,1,1,0,0,1.0,0,0,1
com.unity.2d.animation@2.0.0,0,0,1,0,0,1,0,22,0,0,0,1,0,0,1.0,0,0,1
@callcenter-frontend/api@99.0.2025091-3.10,0,0,1,56,0,1,2,24,0,1,1,1,0,0,1.0,0,0,1
elf-stats-northbound-cocoa-368@1.0.0,0,0,1,49,0,1,1,30,0,0,0,1,0,0,1.0,0,0,1
7715-permissions-shared@2.0.0,1,0,1,12,0,1,0,23,0,1,1,1,0,0,1.0,0,0,1
jupyter-binding@1.0.0,0,0,1,0,0,1,1,15,0,1,1,1,0,0,1.0,0,0,1
ringcentral-web-phone-v2@10.0.2,0,0,1,0,0,1,0,24,0,1,1,1,0,0,1.0,0,0,1
ringcentral-web-phone-v2@1.0.0,0,0,1,7,0,1,0,24,0,0,0,1,0,0,1.0,0,0,1
ringcentral-web-phone-v2@10.0.0,0,0,1,7,0,1,0,24,0,1,1,1,0,0,1.0,0,0,1
mad-5.0.0.2.2.8.@1.0.0,0,0,0,0,0,1,1,16,0,0,0,1,0,0,1.0,0,0,1
react-alerts-template-basic@3.3.4,4,3,1,27,0,1,17,27,0,0,0,1,0,0,1.0,0,0,1
zmsqlite3@66.6.0,0,0,1,72,0,1,1,9,0,1,1,1,0,0,1.0,0,0,1
seller-base.preview@6.5.8,0,0,1,0,0,1,1,19,0,1,1,1,0,0,1.0,0,0,1
surpaonchainagent@7.7.7,0,0,1,0,0,1,0,17,0,1,1,1,0,0,1.0,0,0,1
grabcad-ui-elements@200.0.0,0,0,1,53,0,1,5,19,0,1,2,1,0,0,1.0,0,0,1
com.unity.test-framework.performance@10.0.1,0,0,1,96,0,1,0,36,0,1,1,1,0,0,1.0,0,0,1
infobip-calls-showcase@1.0.1,0,0,1,0,0,1,0,22,0,1,1,1,0,0,1.0,0,0,1
aptos-mint@0.0.1,0,0,1,12,0,1,0,10,0,1,1,1,0,0,1.0,0,0,1
sds-auth-ui@0.0.1,0,0,0,0,0,0,1,11,0,0,0,1,0,0,1.0,0,0,1
h5bp-docs@6.5.4,0,0,1,0,0,1,1,9,0,1,1,1,0,0,1.0,0,0,1
microsoft.applicationinsights@99.99.99,0,0,1,0,1,1,1,29,0,1,1,1,0,0,1.0,0,0,1
bitcoin-indexer@1.1.1,0,0,1,18,0,1,1,15,0,1,1,1,0,0,1.0,0,0,1
baby-loris@1.0.1,0,0,1,10,0,1,1,10,0,1,1,1,0,0,1.0,0,0,1
baby-loris@999.0.0,0,0,1,36,0,1,1,10,0,1,1,1,0,0,1.0,0,0,1
dc-spectrum-v3-core@99.1.0,0,0,1,39,0,1,1,19,0,1,1,1,0,0,1.0,0,0,1
pb-ts-gen@6.5.8,0,0,1,0,0,1,1,9,0,1,1,1,0,0,1.0,0,0,1
untitled_flourish_template@1.0.0,0,0,1,0,0,1,0,26,0,1,1,1,0,0,1.0,0,0,1
sfdc-abstract-legend@1.0.0,0,0,1,0,0,1,0,20,0,0,0,1,0,0,1.0,0,0,1
fdir2@99.99.2,0,0,1,22,0,1,1,5,0,1,2,1,0,0,1.0,0,0,1
raptor-library@100.0.5,0,0,1,0,0,1,1,14,0,1,1,1,0,0,1.0,0,0,1
mad-8.2.1.2.2.8@1.0.0,0,0,0,0,0,1,1,15,0,0,0,1,0,0,1.0,0,0,1
@sporta-technology/d11-web-components.banner@0.0.106,0,0,1,0,0,1,1,44,0,1,1,1,0,0,1.0,0,0,1
grafana-pyroscope@99.98.20,0,0,1,0,0,0,1,17,0,1,1,1,0,0,1.0,0,0,1
grafana-pyroscope@10.10.10,0,0,1,54,0,1,1,17,0,1,1,1,0,0,1.0,0,0,1
@cpce/console-sub-app@6.9.9,0,0,1,66,0,1,6,21,1,1,1,1,0,0,1.0,0,0,1
ifood-faster-remote-config@2.0.0,0,0,1,0,0,1,1,26,0,1,1,1,0,0,1.0,0,0,1
secureshield4@1.0.0,0,0,1,0,0,1,1,13,0,1,1,1,0,0,1.0,0,0,1
secureshield4@4.1.0,1,0,1,0,0,1,1,13,0,1,1,1,0,0,1.0,0,0,1
eslint-oldest@99.0.9,0,0,1,134,0,1,0,13,0,1,1,1,0,0,1.0,0,0,1
action-schema-compiler@99.0.9,0,0,1,134,0,1,0,22,0,1,1,1,0,0,1.0,0,0,1
ngi-core@1.0.0,0,0,1,0,0,1,0,8,0,1,1,1,0,0,1.0,0,0,1
yapi-to-dts@10.5.2,0,0,1,0,0,1,1,11,0,1,1,1,0,0,1.0,0,0,1
dev-journey-app@1.2.0,0,0,1,0,0,1,1,15,0,1,1,1,0,0,1.0,0,0,1
integration-date@1.0.0,0,0,1,72,0,1,1,16,0,1,1,1,0,0,1.0,0,0,1
@sporta-technology/d11-web-components.table-cells.tc-icon@0.0.85,0,0,1,0,0,1,1,57,0,1,1,1,0,0,1.0,0,0,1
pass-rust-core@2.0.0,0,0,1,28,0,1,1,14,0,1,1,1,0,0,1.0,0,0,1
devopt@9.9.9,0,0,1,0,0,1,1,6,0,1,1,1,0,0,1.0,0,0,1
libxmlfinal@0.30.3,0,0,1,18,0,1,2,11,0,1,1,1,0,0,1.0,0,0,1
advanced-utils-demo-test1@1.0.0,0,0,1,38,0,1,2,25,0,1,1,1,0,0,1.0,0,0,1
elf-stats-piney-pinecone-203@1.0.0,0,0,0,49,0,1,1,28,0,0,0,1,0,0,1.0,0,0,1
hcbridge@99.99.99,0,0,1,0,0,1,1,8,0,0,0,1,0,0,1.0,0,0,1
