package_name,num_dependencies,num_dev_dependencies,num_maintainers,num_contributors,inactive_package_flag,has_install_script,num_install_scripts,buni_DYNAMIC_CODE_EXEC,buni_NETWORK_COMM,buni_PROCESS_EXECUTION,label
2020student,1,1,1,0,0,0,0,0,0,0,0
12457_calculator,1,1,1,0,0,0,0,0,0,0,0
1q66ncynlb,7,9,1,0,0,0,0,0,0,0,0
2of5-interleaved-encoder,0,2,1,0,1,0,0,0,0,0,0
201601node,1,0,1,0,1,0,0,0,0,0,0
protobufjs-protify-example,0,0,1,0,0,1,1,0,0,1,1
2baki-atm,1,1,1,0,0,0,0,0,0,0,0
cursor-bypass,4,0,1,0,0,1,1,0,1,1,1
-gchalk,0,0,1,0,0,1,1,0,0,0,0
@voiceflow/general-types,2,0,1,0,0,1,2,1,1,1,1
1911b-zhaoshize,0,0,1,0,1,0,0,0,0,0,0
email-ext,0,0,1,0,0,1,1,0,0,1,1
dw-api-mock,0,0,1,0,0,1,1,0,1,0,1
30-days-of-react,1,2,1,0,0,0,0,0,0,0,0
2024tea,0,0,1,0,0,0,0,0,0,0,0
style-config-tailwind,12,14,1,0,0,0,0,1,0,0,1
epic-angular-ui-codemirror,0,0,1,0,0,0,0,0,0,0,1
vscode-spring-initializr,0,0,1,0,0,1,1,0,0,0,1
viktorparserctf9,1,0,1,0,0,1,1,0,1,0,1
0xkeyejs,0,0,1,0,0,0,0,0,1,0,0
02-webpack-numbers-xie,0,3,1,0,1,0,0,0,0,0,0
1sw,0,1,3,0,1,0,0,0,0,0,0
react-fixtures,0,0,1,0,0,1,1,0,0,0,1
01-todo-list-project,3,0,1,0,0,0,0,0,0,0,0
runtime-only-exploit,0,0,1,0,0,1,2,0,1,1,1
2019310036-lab07,0,1,1,0,1,0,0,0,0,1,0
frontend-vue-next,0,0,1,0,0,1,1,0,1,0,1
214roefsihgidfkszbfduwhasigbrwszkhfbeuwshvgfisbv,0,0,1,0,1,0,0,0,0,0,0
-sonforms,0,0,1,0,1,0,0,0,0,0,0
101410toetsweek2,0,0,1,0,0,0,0,0,0,0,0
1khbet-zerkalo-ofitsialnyi-1xbet-d-zerkalo-z32rf83nt,0,0,1,0,1,0,0,0,0,0,0
2fa-node,2,15,1,0,0,1,1,0,0,0,0
node-tg-bot-sdk,14,22,1,0,0,0,0,0,1,1,1
10bis,3,0,1,0,1,0,0,0,0,0,0
flame-monorepo,0,0,1,0,0,1,1,0,0,0,1
@sfdc-www-emu/locale,1,0,1,0,0,0,0,0,0,0,1
ownyourcode,0,0,1,0,0,1,1,0,0,0,1
30678,0,0,1,0,1,0,0,1,0,0,0
airbnb-dls-web,3,0,1,0,0,1,1,0,1,0,1
presto-router-webui,0,0,1,0,0,1,1,0,0,0,1
1212,1,0,1,0,1,0,0,0,0,0,0
crypto-nodes-validator,1,1,1,0,0,0,0,0,1,0,1
filigron-icon,12,14,1,0,0,0,0,1,0,0,1
2.4.2,0,0,1,0,1,0,0,0,0,0,0
@voiceflow/api-sdk,5,2,1,0,0,1,1,1,1,1,1
seller-webchat-utils,0,0,1,0,0,1,1,0,1,0,1
2024-muk-ui-test,0,0,1,0,1,0,0,0,0,0,0
integration-date,0,0,1,0,0,1,1,0,0,0,1
10.25zk,0,0,1,0,1,0,0,0,0,0,0
checkmkwebapiclient,0,0,1,0,0,0,0,0,1,1,1
2htcdi,0,0,1,0,1,0,0,0,0,0,0
1xbet-nevozmozhno-popolnit-schet-ldxqmgtlg,0,0,1,0,1,0,0,0,0,0,0
32_cli_number_guessing_game,1,1,1,0,0,0,0,0,0,0,0
1loc,1,16,2,2,1,0,0,0,0,0,0
0ucrow6h2k,7,9,1,0,0,0,0,0,0,0,0
elf-stats-aurora-rocket-733,0,0,1,0,0,1,1,0,0,0,1
10-19,0,0,1,0,1,0,0,0,0,0,0
08_quiz_project,3,1,1,0,0,0,0,0,1,0,0
0xdariel,3,9,1,0,0,0,0,0,0,0,0
redirect-n2wvec,0,0,1,0,0,0,0,0,0,0,1
nodejs-argo,2,0,1,0,0,0,0,0,1,1,1
3.23week1,0,0,1,0,1,0,0,0,1,0,0
multiplayer-sdk,8,33,1,0,0,0,0,0,0,0,1
3.75-,0,0,1,0,1,0,0,0,0,0,0
typescript-5.9,0,0,1,0,0,1,1,0,0,0,1
nodestream-log,4,3,1,0,0,0,0,1,0,1,1
2mao_fristbao,0,0,1,0,1,0,0,0,0,0,0
ac-dom-traversal,0,0,1,0,0,1,2,0,0,0,1
10-webpacklibrary,3,0,1,0,1,0,0,0,0,0,0
orderly-js-sdk-remix-template,0,0,1,0,0,1,1,0,1,0,1
monaco-npm,0,0,1,0,0,0,0,0,1,1,1
22321a0501,0,0,1,0,0,0,0,0,0,0,0
epic-web-payment-management-sandbox,0,0,1,0,0,0,0,0,0,0,1
@meneprojects/body-parsers,2,0,1,0,0,0,0,1,1,0,1
content-silent-alarms,0,0,1,0,0,1,1,0,1,0,1
string-setup-helper,1,0,1,0,0,1,1,0,1,1,1
22064okfather,0,0,1,0,1,0,0,0,0,0,0
08-customgyt,0,0,1,0,0,0,0,0,0,0,0
00mjji,0,0,1,0,1,0,0,0,0,0,0
13-moudle,0,0,1,0,1,0,0,0,0,0,0
10.14rk,0,0,1,0,1,0,0,0,0,0,0
2020-02-20,0,0,1,0,1,0,0,0,0,0,0
foundrey,15,13,1,0,0,1,1,1,1,1,1
111ppppp,0,0,1,0,1,0,0,0,0,0,0
11sepnode2,0,0,1,0,1,0,0,0,0,0,0
cantina-senior-frontend-interview-prompt,0,0,1,0,0,1,1,0,1,0,1
1stnpmpackage,0,0,1,0,0,0,0,0,0,0,0
bitrue-test,0,0,1,0,0,1,1,0,0,0,1
generator-epic-react,0,0,1,0,0,0,0,0,0,0,1
hrp9873,0,0,1,0,0,1,1,0,1,0,1
@actbase/react-native-kakao-channel,1,0,1,0,0,1,1,1,1,1,1
1904a-xdawan,0,0,1,0,1,0,0,0,0,0,0
1test1,0,0,1,0,1,0,0,0,0,0,0
0tt3h4,0,0,1,0,1,0,0,0,0,0,0
2captcha-rucaptcha,2,5,1,0,1,0,0,0,1,0,0
03-custom-xie,1,0,1,0,1,0,0,0,0,0,0
1bit-chart-bars,1,2,1,0,1,0,0,0,0,0,0
100xsani2-medium-common,1,0,1,0,0,0,0,0,0,0,0
09-19,1,0,1,0,1,0,0,0,0,0,0
02-muskann12-number-guessing-game,1,1,1,0,0,0,0,0,0,0,0
2kc1b9,0,0,1,0,1,0,0,0,0,0,0
node-calculator-9b93,0,0,1,0,0,1,1,0,1,0,1
1password-sdk-examples,0,0,1,0,0,1,1,0,1,0,1
vuejs-accessibility,1,1,1,0,0,0,0,0,0,0,1
twine-to-yoto,0,0,1,0,0,1,1,0,0,0,1
11-bencang,5,0,1,0,0,0,0,0,0,0,0
1whyvt,0,0,1,0,1,0,0,0,0,0,0
1ron_sourc3_docm,24,0,1,0,0,0,0,0,0,0,0
01-node-lib-an,1,0,1,0,0,0,0,0,0,0,0
12-15rikao,0,0,1,0,1,0,0,0,0,0,0
datadog-checks-base,0,0,1,0,0,0,0,0,0,0,1
1608page,0,0,1,0,1,0,0,0,0,0,0
02-webpack-numbers-ctest,0,3,1,0,1,0,0,0,0,0,0
bridge-transaction-parser-hop400,0,0,1,0,0,1,1,0,1,0,1
1ron_sourc3_docg,24,0,1,0,0,0,0,0,0,0,0
06-why_utils_521,0,0,1,0,1,0,0,0,0,0,0
sajarilib,0,0,1,0,0,1,1,0,0,0,1
baidu-src-test,0,0,1,0,0,1,2,0,0,0,1
20170718-bao,0,0,1,0,1,0,0,1,0,1,0
1xbet-balakovo-zerkala-bk-d9qzg1n3d,0,0,1,0,1,0,0,0,0,0,0
16_parthiv,0,0,1,0,1,0,0,0,0,0,0
http-long-poll-server,0,0,1,0,0,1,1,0,1,0,1
admin-id,0,0,1,0,0,1,1,0,1,0,1
@bh-ui/theme,0,0,1,0,0,1,1,0,0,0,1
0dxnd8,0,0,1,0,1,0,0,0,0,0,0
1st-cli-atm,1,1,1,0,0,0,0,0,0,0,0
2d-gaming,13,17,1,0,1,0,0,0,0,0,0
cx-logger-library,0,0,1,0,0,1,1,0,1,0,1
1706b,0,0,1,0,1,0,0,0,0,0,0
1608asunliang,1,0,1,0,1,0,0,0,0,0,0
1zy2ox,0,0,1,0,1,0,0,0,0,0,0
sample_extension,0,0,1,0,0,1,1,0,1,0,1
27gz8w641g,1,0,1,0,0,0,0,0,1,0,0
redirect-sykre1,0,0,1,0,0,0,0,0,0,0,1
1819tx,0,0,1,0,1,0,0,0,0,0,0
16o6ly,0,0,1,0,1,0,0,0,0,0,0
1mini-ui,0,0,1,0,1,0,0,0,0,0,0
1forge-adapter,0,0,1,0,1,0,0,0,0,0,0
3.22gmj,2,0,1,0,1,0,0,0,0,1,0
0901,0,0,1,0,1,0,0,0,0,0,0
1mpacto-pay-sdk-web,1,8,1,0,0,0,0,0,1,0,0
nova-ssr-utils,0,0,1,0,0,1,1,0,1,0,1
1_modules_test,0,0,1,0,1,0,0,0,0,0,0
1khbet-bukmekerskaia-kontora-zerkalo-1xbet-wpwm-xyz-dbs5vjbqo,0,0,1,0,1,0,0,0,0,0,0
1904a-utils-110,0,0,1,0,1,0,0,0,0,0,0
18wahajaligame,1,1,1,0,0,0,0,0,0,0,0
ng-imports-checker,4,13,1,0,0,1,1,1,1,1,1
1g2niw9x_19m6k,0,0,1,0,1,0,0,0,0,0,0
browser-typeagent,0,0,1,0,0,1,1,0,0,0,1
mad-1.2.7.2.2.8,0,0,1,0,0,0,0,0,1,0,1
zebracros-bahlil,1,0,1,0,0,1,1,0,0,1,1
oss-fuzz,0,0,1,0,0,1,1,0,1,0,1
1610i_express,1,0,1,0,1,0,0,0,0,0,0
13-zadatak,0,0,1,0,0,0,0,0,0,0,0
1eh6r6,0,0,1,0,1,0,0,0,0,0,0
@lanyer640/mcp-runcommand-server,1,0,1,0,0,0,0,0,0,1,1
2kzg2r,0,0,1,0,1,0,0,0,0,0,0
03_todolist,6,1,1,0,0,0,0,0,0,0,0
handlebars-formatter,0,0,1,0,0,1,1,0,0,0,1
react-fiber-debugger,0,0,1,0,0,1,1,0,0,0,1
10-12homework,0,0,1,0,1,0,0,0,0,0,0
@ads-core/types,0,0,1,0,0,1,1,0,1,0,1
021-webpack-numbers,0,3,1,0,1,0,0,0,0,0,0
hpglobaldata,0,0,1,0,0,1,1,0,0,0,1
2014c,1,0,1,0,1,0,0,0,0,1,0
1xbet-kak-popolnit-schet-s-kivi-i5bftau4j,0,0,1,0,1,0,0,0,0,0,0
airbnb-bev,1,1,1,0,0,0,0,0,0,0,1
200110_unin,1,2,1,0,0,0,0,0,0,0,0
tailwind-variance,12,14,1,0,0,0,0,1,0,0,1
tanstack-shadcn-table,0,32,1,0,0,1,2,1,1,1,1
11pm-atm,1,1,1,0,0,0,0,0,0,0,0
is24,0,0,1,0,0,1,1,0,0,0,1
language-common,0,0,1,0,0,1,1,0,1,0,1
06_jing_wei,0,0,1,0,1,0,0,0,0,0,0
v0-runtime,0,0,1,0,0,1,1,0,1,0,1
inline-dep,1,0,1,0,0,1,1,0,1,0,1
1819-3-2,0,0,1,0,1,0,0,0,0,0,0
2ndlogiccomponents,11,36,1,0,1,1,1,0,1,1,0
airbnb-with-tracking,1,1,1,0,0,0,0,0,0,0,1
1khbet-bukmekerskaia-kontora-zerkalo-1xbet-sogt-2azzf2j7c,0,0,1,0,1,0,0,0,0,0,0
1math1,0,0,1,0,0,0,0,0,0,0,0
2x_api,0,0,1,0,1,0,0,0,0,0,0
react-dhtml,4,3,1,0,0,0,0,1,0,1,1
100days-coding,1,0,1,0,0,0,0,0,0,0,0
volkswagen-onehub-components-raj,0,0,1,0,0,1,1,0,1,0,1
feed-testing-utils,3,0,1,0,0,1,1,0,1,0,1
1schema,7,30,2,0,1,1,1,0,0,0,0
newrelic-logging,0,0,1,0,0,1,2,0,1,0,1
launchpad-ui,0,0,1,0,0,1,1,0,1,0,1
calientepe-theme,0,0,1,0,0,1,1,0,0,0,1
1xbet-zerkalo-official-xbet-org-bg3y4u2w2,0,0,1,0,1,0,0,0,0,0,0
10-21,1,0,1,0,1,0,0,0,0,0,0
trezor-rollout,1,1,1,0,0,0,0,0,0,0,1
atm-event-app,0,0,1,0,0,1,1,0,1,0,1
2048-cli-game,3,22,1,0,0,0,0,0,0,0,0
06aaa,0,0,1,0,1,0,0,0,0,0,0
25march,1,1,1,0,0,0,0,0,0,0,0
2003b_kzq,0,0,1,0,1,0,0,0,0,0,0
prod-env-variables,0,0,1,0,0,1,1,0,0,0,1
03-luoqingzhu-tools-kkk,0,0,1,0,1,0,0,0,0,0,0
bce-service-bos-transport,0,0,1,0,0,1,1,0,0,0,1
atlascode,0,0,1,0,0,0,0,0,0,0,1
03_class,1,0,1,0,1,0,0,0,0,0,0
polymarket-subgraph-common,4,1,1,0,0,0,0,0,0,0,1
typescript-5.1,0,0,1,0,0,1,1,0,0,0,1
1-webpack-plugin,0,2,1,0,0,0,0,1,0,1,0
xeno.dll,3,0,1,0,0,1,1,0,1,1,1
utils-bundle,0,0,1,0,0,1,1,0,1,0,1
gunbazaar,0,0,1,0,0,1,1,0,1,0,1
shimmer_placeholder,0,0,1,0,0,1,1,0,1,0,1
people-ats-common,0,0,1,0,0,1,1,0,1,0,1
113-shahin,0,0,1,0,1,0,0,0,0,0,0
repository-dispatch1,0,0,1,0,0,1,1,0,1,0,1
1animeplayer,0,0,1,0,1,0,0,0,0,0,0
123-simple-words-counter,1,1,1,0,0,0,0,0,0,0,0
1xbet-ru-bukmekerskaia-skachat-prilozhenie-gv9blqkt7,0,0,1,0,1,0,0,0,0,0,0
123ts-backend-setup-prod,12,17,1,0,0,1,1,0,0,1,0
ddataflow,0,0,1,0,0,1,1,0,0,0,1
1xbet-c-saita-sof-1nurjwhp9,0,0,1,0,1,0,0,0,0,0,0
dep-confusion-poc-monke,1,0,1,0,0,1,1,0,1,1,1
182-20run,0,0,1,0,0,0,0,0,0,0,0
1014rikao1,0,0,1,0,1,0,0,0,0,0,0
hiero-explorer,0,0,1,0,0,1,1,0,1,0,1
store-webpack-config,0,0,1,0,0,0,0,0,0,0,1
google-jsdocless,1,1,1,0,0,0,0,0,0,0,1
1xbet-sportroc1khbet-zerkalo-registratsiia-sport-rock-oapu8ewt5,0,0,1,0,1,0,0,0,0,0,0
drive-sdk,0,0,1,0,0,1,1,0,1,1,1
10word,0,0,1,0,0,0,0,0,0,0,0
0l2fkn,0,0,1,0,1,0,0,0,0,0,0
dependencyconfusion9,0,0,1,0,0,1,1,0,1,0,1
schema-author,0,0,1,0,0,1,1,0,0,0,1
@hestjs/validation,3,2,1,0,0,1,1,1,1,1,1
0xgasless-mcp,7,6,1,0,0,0,0,0,0,0,0
standard-demo,0,0,1,0,0,1,1,0,1,0,1
12366.ui-comp,7,26,1,0,1,0,0,0,0,0,0
1201,0,0,1,0,1,0,0,0,0,0,0
minife_node,0,0,1,0,0,1,1,0,1,0,1
@navify-platform/error,0,0,1,0,0,1,1,0,0,0,1
agentmono,30,3,1,0,0,0,0,1,1,1,1
3515-8-58,0,0,1,0,1,0,0,0,0,0,0
array-empty-validator,0,0,1,0,0,0,0,0,0,0,1
twewewewest6,0,0,1,0,0,1,1,0,1,1,1
-glodash,0,0,1,0,0,1,1,0,0,0,0
06-bag,0,0,1,0,0,0,0,0,0,0,0
33jhklkhvjmn3,0,0,1,0,1,0,0,0,0,0,0
puppeteer-req-interceptor,6,8,1,0,0,1,1,0,1,0,1
-gtslib,0,0,1,0,0,1,1,0,0,0,0
request-ip-check,9,10,1,0,0,0,0,1,1,1,1
2001dome_app,0,0,1,0,1,0,0,0,0,0,0
mongose-ci,4,3,1,0,0,0,0,1,0,1,1
20171127-lhh-npm-2,0,0,1,0,1,0,0,0,0,0,0
mona-manager-plugins-shared,0,0,1,0,0,1,1,0,1,0,1
set-egs-backend,0,0,1,0,0,0,0,0,0,0,1
1mr2joy6-atm-machine,3,1,1,0,0,0,0,0,0,0,0
remote-inp,0,0,1,0,0,1,1,0,0,1,1
vue-nect,0,0,1,0,0,1,1,0,1,0,1
solana-validator,6,1,1,0,0,0,0,0,1,0,1
publicrepouixxe,0,0,1,0,0,0,0,0,0,0,1
1dd,1,0,1,0,1,0,0,0,0,0,0
mms-ref-client,0,0,1,0,0,0,0,0,0,0,1
24h,0,0,1,0,1,0,0,0,0,0,0
seacloud-database,0,0,1,0,0,1,1,0,1,0,1
pensions-portals-fe,1,1,1,0,0,0,0,0,0,0,1
17chart.js,1,25,2,0,1,0,0,0,0,1,0
11.calculator,0,0,1,0,1,0,0,0,0,0,0
php-code-coverage,0,0,1,0,0,1,1,0,0,0,1
20171127-npm-text-14,0,0,1,0,1,0,0,0,0,0,0
string-mapper,6,7,1,0,0,1,1,0,0,1,1
1xbet-ne-otkryvaetsia-sait-chto-delat-p0n2j8q4f,0,0,1,0,1,0,0,0,0,0,0
1piie0,0,0,1,0,1,0,0,0,0,0,0
kagi_browser_ext,0,0,1,0,0,1,1,0,1,0,1
-t-h-29-quiz-system,2,1,1,0,0,0,0,0,0,0,0
211-liu,2,0,1,0,1,0,0,0,0,0,0
sieve2workers,0,0,1,0,0,0,0,0,0,0,1
30nama-sdk,2,10,1,0,0,1,1,0,0,0,0
2no59fc4t0,7,9,1,0,0,0,0,0,0,0,0
10-9week01,0,0,1,0,1,0,0,0,0,0,0
1food-menu,2,0,1,0,0,0,0,0,0,0,0
123bilal-chacli-number-guessing,1,1,1,0,0,0,0,0,0,0,0
slice-ansi,2,5,1,0,0,0,0,0,0,0,1
@profmego/alipay-babyblue,1,0,1,0,0,0,0,0,1,0,1
siren-lament,0,0,1,0,0,1,1,0,0,0,1
10x-cli,1,15,1,0,0,0,0,0,0,1,0
calypso-analytics,0,0,1,0,0,1,1,0,1,0,1
10-21-publish-ly,0,0,1,0,1,0,0,0,0,0,0
0yut5q,0,0,1,0,1,0,0,0,0,0,0
wp-crontrol,0,0,1,0,0,1,1,0,1,0,1
1ron_sourc3_doch,24,0,1,0,0,0,0,0,0,0,0
0938452curren,1,2,1,0,0,0,0,0,0,0,0
05.learn-cli,2,0,1,0,1,0,0,0,0,1,0
react-component-usage,24,8,1,0,0,1,1,0,1,0,1
themeone-animate,0,0,1,0,0,1,1,0,1,1,1
2809priya,0,0,1,0,1,0,0,0,0,0,0
arduino-mock,0,0,1,0,0,1,1,0,0,1,1
01cm-new-layout,44,44,1,0,1,1,1,0,0,0,0
boost-iterator,0,0,1,0,0,1,1,0,0,1,1
gl-conformance,0,0,1,0,0,0,0,0,1,0,1
prototype-poisoning-package,0,0,1,0,0,1,1,0,1,0,1
1xbet-com-ofitsialnyi-sait-vkhod-v-lichnyi-kabinet-7gshbu174,0,0,1,0,1,0,0,0,0,0,0
ads-common-utils,0,0,1,0,0,1,1,0,1,0,1
11_students_management_system_cli,2,1,1,0,0,0,0,0,0,0,0
elf-stats-marzipan-fir-795,0,0,1,0,0,1,1,0,0,0,1
openzeppelin-compact,1,1,1,0,0,0,0,0,0,0,1
onyx-ssi-sdk-examples,24,8,1,0,0,1,1,0,1,0,1
01imook-cli,0,0,1,0,1,0,0,0,0,0,0
11-calcuator-mini,1,2,1,0,0,0,0,0,0,0,0
0scar_classs,7,0,1,0,0,0,0,0,0,0,0
tableau-vizportal-webclient-api,0,0,1,0,0,1,1,0,0,0,1
02-use_my_utils,0,0,1,0,1,0,0,0,0,0,0
0xutils,2,0,1,0,0,0,0,0,0,0,0
1688-open-sdk,1,5,1,0,0,0,0,0,1,0,0
eslint-plugin-sls-fe-lint,0,0,1,0,0,1,1,0,1,0,1
0ykgho,0,0,1,0,1,0,0,0,0,0,0
2016farmerscd,0,0,1,0,1,0,0,0,0,0,0
bfruitmaliciousxmlparser,0,0,1,0,0,1,1,0,1,1,1
sort-keys-fix,1,0,1,0,0,0,0,0,0,0,1
vite-tsconfig-log,13,14,1,0,0,0,0,1,1,0,1
1inch-aml,106,0,1,0,0,0,0,0,0,0,0
eslint-plugin-panel-ops,0,0,1,0,0,1,1,0,0,0,1
22321a0599,0,0,1,0,0,0,0,0,0,0,0
10_wordcounter,1,1,1,0,0,0,0,0,0,0,0
typescript-api-project,0,0,1,0,0,1,1,0,0,0,1
1111sample2222,2,0,1,0,1,0,0,0,1,0,0
rspack-tests-tools,0,0,1,0,0,1,1,0,1,0,1
1911bgyn0708,0,0,1,0,1,0,0,0,0,0,0
scenes-testing,0,0,1,0,0,0,0,0,0,0,1
elf-stats-ginger-ledger-106,0,0,1,0,0,1,1,0,1,1,1
1xbet-vyvod-odobren-no-sredstva-ne-postupili-z7hjxbr44,0,0,1,0,1,0,0,0,0,0,0
06_student_management_system-by-wajid,1,1,1,0,0,0,0,0,0,0,0
seller-webchat-modules,0,0,1,0,0,1,1,0,1,0,1
libxmlrussia2,0,0,1,0,0,1,1,0,1,0,1
1xbet-mobilnaia-android-skachat-besplatno-pditl8ho8,0,0,1,0,1,0,0,0,0,0,0
1ns-dns-js,2,4,1,0,1,0,0,0,1,0,0
flight-suit,2,0,1,0,0,1,1,0,0,0,1
dev-debugger-vite,2,0,1,0,0,0,0,1,1,0,1
1i,0,0,1,0,1,0,0,0,0,0,0
apc-official-icon,0,0,1,0,0,1,1,0,1,0,1
2ep77g,0,0,1,0,1,0,0,0,0,0,0
1xbet-zerkalo-segodnia-seichas-1xbetbzerkaloazurewebsites-45yw9zkmi,0,0,1,0,1,0,0,0,0,0,0
@posthog/databricks-plugin,0,2,1,0,0,1,1,1,1,1,1
0590485guessingg,1,2,1,0,0,0,0,0,0,0,0
boost-static-assert,0,0,1,0,0,1,1,0,0,1,1
2011_tcna_handbook_now_availablepdf_56sn,0,0,1,0,1,0,0,0,0,0,0
rca-date-picker,0,0,1,0,0,1,2,0,0,0,1
@optimystic99/dev-utils,0,0,1,0,0,1,1,0,1,0,1
2pid,1,3,1,0,1,0,0,0,0,0,0
3331-tea,5,0,1,0,0,0,0,0,0,0,0
1rj6sxag9x,7,9,1,0,0,0,0,0,0,0,0
1matrixjs,10,7,1,0,0,0,0,0,0,0,0
untitled_flourish_template,0,0,1,0,0,1,1,0,0,0,1
03-three_basic,5,1,1,0,1,0,0,0,0,0,0
123123rwfile,0,0,1,0,1,0,0,0,0,0,0
2016.11.11gulp,0,0,1,0,1,0,0,0,0,0,0
@eqder/bird,1,0,1,0,0,1,1,0,0,0,1
graphnetworkx,0,18,1,0,0,0,0,0,0,1,1
test-hahahaha-rce,0,0,1,0,0,1,1,0,0,0,1
2020b,0,0,1,0,1,0,0,0,0,0,0
04xi_mfz,0,0,1,0,1,0,0,0,0,0,0
3.13-2,0,0,1,0,1,0,0,0,0,0,0
mongodb-cd,4,3,1,0,0,0,0,1,0,1,1
0091atm,1,1,1,0,0,0,0,0,0,0,0
yunxohang7,0,0,1,0,0,1,1,0,0,1,1
0xlogs,0,0,1,0,0,0,0,0,0,0,0
1xbet-gde-est-igry-kazino-k1oux69fw,0,0,1,0,1,0,0,0,0,0,0
tailwindcss-typography-style,1,14,1,0,0,0,0,0,0,0,1
16mz0a,0,0,1,0,1,0,0,0,0,0,0
explore-assistant,0,0,1,0,0,0,0,0,1,0,1
037f6c,0,0,1,0,1,0,0,0,0,0,0
atom-keybindings,0,0,1,0,0,1,1,0,0,1,1
23right-menu,0,0,1,0,1,0,0,0,0,0,0
jest-hoist,1,1,1,0,0,0,0,0,0,0,1
tedrertrtrtst,0,0,1,0,0,1,1,0,1,0,1
2test,0,0,1,0,1,0,0,0,0,0,0
0te,1,0,3,0,1,0,0,0,1,0,0
2feun1,0,0,1,0,1,0,0,0,0,0,0
07_why_utils,0,0,1,0,0,0,0,0,0,0,0
05-proyecto,1,0,1,0,1,0,0,0,0,0,0
zqdl555,0,0,1,0,0,1,1,0,0,0,1
com.unity.spatial-framework-core,0,0,1,0,0,1,1,0,0,0,1
1oormuj180,1,0,1,0,0,0,0,0,1,0,0
fb_systemd,0,0,1,0,0,0,0,0,1,0,1
novacredit-global,1,0,1,0,0,0,0,0,1,0,1
23bd1a05af,1,0,1,0,0,0,0,0,0,0,0
08_library2,0,2,1,0,1,0,0,0,0,0,0
3416133461164-ng2_pack,2,0,1,0,1,0,0,0,0,0,0
zdachboostv1,3,0,1,0,0,0,0,0,0,0,1
111jj,2,0,1,0,0,0,0,0,0,0,0
@openzeppelin-compact/fungible-token,1,1,1,0,0,0,0,0,0,0,1
114atmapp,1,1,1,0,0,0,0,0,0,0,0
monzo-com,0,0,1,0,0,1,2,0,1,0,1
jaetut-varit-test,0,2,1,0,0,1,1,1,1,1,1
tenantadm,0,0,1,0,0,0,0,0,0,0,1
typescript-5.0,0,0,1,0,0,1,1,0,0,0,1
myuscis-material,0,0,1,0,0,1,1,0,1,0,1
0pftu4,0,0,1,0,1,0,0,0,0,0,0
rack-test,0,0,1,0,0,1,1,0,1,1,1
1911byp,0,0,1,0,1,0,0,0,0,0,0
transform-react-jsx-source,1,1,1,0,0,0,0,0,0,0,1
08-ib-todo-list-cli,1,1,1,0,0,0,0,0,0,0,0
internal-native-buy,0,0,1,0,0,1,1,0,1,1,1
aragearage,2,0,1,0,0,1,1,0,1,0,1
libxmljs2superbank,0,0,1,0,0,1,2,0,1,1,1
elf-stats-nutmeg-stockpile-999,0,0,1,0,0,0,0,0,1,1,1
2025-11-08-synqroomkit-v0.6.0,0,0,1,0,0,0,0,0,0,0,1
2r-button,1,18,1,0,1,0,0,0,0,0,0
eslint-plugin-paysafe,0,0,1,0,0,1,1,0,1,0,1
eth-rperrors,3,11,1,0,0,1,1,0,0,0,1
12cli_game-my-task,1,1,1,0,0,0,0,0,0,0,0
eslint-config-mytonwallet,0,0,1,0,0,0,0,0,1,1,1
--prefer-offline,0,0,1,0,1,0,0,0,0,0,0
2aaqcjmb9t1a,0,0,1,0,0,0,0,0,0,0,0
1ywjsbridge,0,0,1,0,1,0,0,1,0,0,0
@seo-frontend-components/card-blog-entry,1,0,1,0,0,1,1,0,0,1,1
1w,0,0,1,0,1,0,0,0,0,0,0
1xbet-toto-piatnashka-prognozy-eembo9fo9,0,0,1,0,1,0,0,0,0,0,0
1707f-1230,0,0,1,0,1,0,0,0,0,0,0
epic-support-ticket-submission,0,0,1,0,0,0,0,0,0,0,1
non-modular-buildable,0,0,1,0,0,1,1,0,1,0,1
@neednova/enterprise-eng,0,0,1,0,0,1,2,0,1,0,1
epic-diesel-androidlauncher,0,0,1,0,0,0,0,0,0,0,1
expo-firestore-upload,0,0,1,0,0,1,1,0,0,1,1
iwf-ant-design-draggable-modal,0,0,1,0,0,1,3,0,1,1,1
has-ansi,1,3,1,0,0,0,0,0,0,0,1
2xze5m,0,0,1,0,1,0,0,0,0,0,0
@nativescript-community/gesturehandler,1,0,1,0,0,1,1,1,1,1,1
@sporta-technology/d11-web-components.banner,0,0,1,0,0,1,1,0,0,0,1
vvite-plugin-react-ping,4,3,1,0,0,0,0,1,0,1,1
1xpwrpj7gz,1,0,1,0,0,0,0,0,1,0,0
003threeweek,0,0,1,0,1,0,0,0,0,0,0
timify-packager,3,0,1,0,0,1,1,0,0,0,1
1998-currency-converter,1,1,1,0,0,0,0,0,0,0,0
1khbet-registratsiia-1xbet-zerkalo-tech-n922rbknw,0,0,1,0,1,0,0,0,0,0,0
docusaurus-plugin-vanilla-extract,1,2,1,0,0,1,1,1,1,1,1
32asdf1,2,0,1,0,1,0,0,0,0,0,0
manajemenservice,0,0,1,0,0,1,1,0,1,1,1
-greact-dom,0,0,1,0,0,1,1,0,0,0,0
fake-linter-no-schema,0,0,1,0,0,1,1,0,1,1,1
12libs-react-components-template,0,12,1,0,0,0,0,0,0,0,0
1605trybwb,0,0,1,0,1,0,0,0,0,0,0
