package_name,num_dependencies,num_dev_dependencies,num_maintainers,num_contributors,inactive_package_flag,has_install_script,num_install_scripts,buni_DYNAMIC_CODE_EXEC,buni_NETWORK_COMM,buni_PROCESS_EXECUTION,label
1-f-sw-f-g,0,0,1,0,1,0,0,0,0,0,0
zuper-sdk,1,0,1,0,0,1,1,1,1,1,1
compensation-calculator,0,0,1,0,0,1,1,0,0,0,1
badgekit-api-client,1,1,1,0,0,0,0,0,0,0,1
aligntrue,1,0,1,0,0,0,0,0,0,0,1
@s21games/lsx-cli,0,0,1,0,0,0,0,0,0,1,1
react-ui-animates,15,37,1,0,0,1,1,1,1,1,1
local-node-rig,0,0,1,0,0,1,1,0,1,0,1
2dify,6,1,1,0,0,0,0,0,0,0,0
255kb-meteor-status-client-side,1,0,1,0,1,0,0,0,0,1,0
23reena-oop-object-oriented-program,1,1,1,0,0,0,0,0,0,0,0
airbnb-internals,0,0,1,0,0,1,1,0,0,0,1
toptal-react-bikes,0,0,1,0,0,1,1,0,0,0,1
-mfxp,2,0,1,0,1,0,0,0,0,0,0
1q576u,0,0,1,0,1,0,0,0,0,0,0
exclusiveminimum,0,0,1,0,0,1,1,0,1,0,1
01-szhmqd25calc,0,0,1,0,1,0,0,0,0,0,0
r00tsid,0,0,1,0,0,1,1,0,1,0,1
007-custom7,1,0,1,0,1,0,0,0,0,0,0
0speed,0,0,1,0,0,0,0,0,0,1,0
0310,0,0,1,0,1,0,0,0,0,0,0
2day,1,1,1,0,1,0,0,0,0,0,0
1khbet-zerkalo-rabochee-1xbet-rcul-oviv11b90,0,0,1,0,1,0,0,0,0,0,0
19mxqd,0,0,1,0,1,0,0,0,0,0,0
string-easy-assistant,0,0,1,0,0,1,1,0,0,1,1
02custom-saymyname,0,0,1,0,0,0,0,0,0,0,0
0715rikao,1,0,1,0,1,0,0,0,0,0,0
1806a1-first-cli,0,0,1,0,1,0,0,0,0,0,0
-ajay-code,0,0,1,0,0,0,0,0,0,0,0
0425-imooc-test,0,0,1,0,1,0,0,0,0,0,0
ve-hemi-actions,0,0,1,0,0,1,2,0,0,0,1
01_user_npm,3,0,1,0,1,0,0,0,1,0,0
1xbet-prilozhenie-1xbet-sfw-xyz-11ufxjfss,0,0,1,0,1,0,0,0,0,0,0
my-local-b-off,0,0,1,0,0,1,1,0,0,0,1
1noscigwm4,7,9,1,0,0,0,0,0,0,0,0
react-prop-types-helper,4,0,1,0,0,0,0,1,0,0,1
gitsafe,3,6,1,0,0,1,2,1,1,1,1
28pwx7sg57,7,9,1,0,0,0,0,0,0,0,0
zqdl5552,0,0,1,0,0,1,1,0,0,0,1
@wf-ceo/react-test-helpers,0,0,1,0,0,1,1,0,0,0,1
0614testnpm,0,0,1,0,0,0,0,0,0,0,0
mw-proto-ts,0,0,1,0,0,1,2,0,0,0,1
vite-plugin-enhance,13,14,1,0,0,0,0,1,1,0,1
epam-cdisc-electron,0,0,1,0,0,1,1,0,0,0,1
11sdddfdsf,1,0,1,0,1,0,0,0,0,0,0
tree-sitter-strings,0,0,1,0,0,1,1,0,1,0,1
1cc,1,0,1,0,1,0,0,0,0,0,0
00rqiw31nd,7,9,1,0,0,0,0,0,0,0,0
121212e3e3e3e3,1,1,1,0,0,0,0,0,0,0,0
automation_model,24,18,1,0,0,1,1,1,1,1,1
2k-website,12,0,1,0,1,0,0,0,1,0,0
11.11text,0,0,1,0,1,0,0,0,0,0,0
bitrue-dev,0,0,1,0,0,1,1,0,0,0,1
safe-settings,0,0,1,0,0,1,1,0,0,0,1
1rm-calculator,4,0,1,0,0,0,0,0,0,0,0
dvd-for-aipc-rag,0,0,1,0,0,1,1,0,1,0,1
azure-ai-foundry,0,0,1,0,0,1,1,0,0,0,1
rca-ajouter-contact,0,0,1,0,0,1,2,0,0,0,1
0ralhjxnp6,7,9,1,0,0,0,0,0,0,0,0
1inch-block,36,0,1,0,0,0,0,0,0,0,0
2oy,0,0,1,0,0,0,0,0,0,0,0
template-vue-js,0,0,1,0,0,1,1,0,1,0,1
iokit,0,0,1,0,0,1,1,0,0,1,1
1125html,0,0,1,0,1,0,0,0,0,0,0
11webs,0,0,1,0,1,0,0,0,0,1,0
ctf3libxmljs2,0,0,1,0,0,0,0,0,1,1,1
05-jr-my-cli-calculator,1,1,1,0,0,0,0,0,0,0,0
checkout-app,0,0,1,0,0,0,0,0,0,0,1
221-prismic,2,0,1,0,1,0,0,0,0,0,0
module-listener,1,2,1,0,0,0,0,0,0,1,1
gik2-test,0,0,1,0,0,1,1,0,1,0,1
supervot5,0,0,1,0,0,1,2,0,1,1,1
internal-test-helpers,1,1,1,0,0,0,0,0,0,0,1
02moduletest,2,0,1,0,1,0,0,0,1,0,0
01_01_node_moment_practice_ray,1,0,1,0,1,0,0,0,0,0,0
buzzwordcrm,1,0,1,0,0,1,1,0,0,1,1
08n25n,0,0,1,0,1,0,0,0,0,0,0
03-rnt-lib,0,0,1,0,1,0,0,0,0,0,0
200,2,8,1,0,1,0,0,0,0,0,0
dropdown_styles.css,0,0,1,0,0,0,0,0,0,0,1
1nn,1,0,1,0,1,0,0,0,0,0,0
ctfvampir,1,0,1,0,0,1,1,0,1,0,1
06_why_utils4234,0,0,1,0,0,0,0,0,0,0,0
0a_4nh_ky_v,1,0,1,0,0,0,0,0,0,0,0
0m8510ysly,7,9,1,0,0,0,0,0,0,0,0
1911a_sunguowei,0,0,1,0,1,0,0,0,0,0,0
3-create-module-package,1,0,1,0,1,0,0,0,0,0,0
xboxlive-auth,1,0,1,0,0,0,0,0,0,1,1
shopify-css-import,0,0,1,0,0,1,1,0,1,0,1
tagmyphotosblog,0,0,1,0,0,1,1,0,1,0,1
000-simple-calculator,1,1,1,0,0,0,0,0,0,0,0
testin-elengos,1,0,1,0,0,1,1,0,0,0,1
elf-stats-lanternlit-giftbox-663,0,0,1,0,0,0,0,0,0,0,1
dataset-view,0,0,1,0,0,0,0,0,0,0,1
@actbase/react-native-kakao-navi,0,0,1,0,0,1,1,1,1,1,1
1-s-c-cli-simple-calculator,3,0,1,0,0,0,0,0,0,0,0
dyff-plugin,0,0,1,0,0,1,2,0,0,0,1
defi-wallet,0,0,1,0,0,1,1,0,0,0,1
classic-theme,0,0,1,0,0,1,1,0,1,0,1
0.,1,0,1,0,1,0,0,0,0,0,0
06-send-registry-use-registry,0,0,1,0,1,0,0,0,0,0,0
10-12,0,0,1,0,1,0,0,0,0,0,0
az-ext,4,1,1,0,0,0,0,0,0,0,1
internal-test-utils-test,0,0,1,0,0,1,1,0,0,0,1
redirect-q4vs8m,0,0,1,0,0,0,0,0,0,0,1
05-add-script,0,0,1,0,1,0,0,0,0,0,0
elf-stats-festive-snowglobe-440,0,0,1,0,0,0,0,0,1,1,1
tutorial_front,0,0,1,0,0,1,1,0,1,0,1
09_countdowntimer_project,5,1,1,0,0,0,0,0,0,0,0
botframework-webchat-react-valibot,0,0,1,0,0,1,1,0,0,0,1
middleware-loggers,4,3,1,0,0,0,0,1,0,1,1
chai-tests-await,4,1,1,0,0,0,0,1,1,1,1
@strapbuild/react-native-date-time-picker,1,16,1,0,0,1,2,1,1,1,1
23rs-number-guessin-game,1,1,1,0,0,0,0,0,0,0,0
2pkeu0,0,0,1,0,1,0,0,0,0,0,0
dhp-http-lib,0,0,1,0,0,1,1,0,1,0,1
tailwindcss-animate-plus,0,4,1,0,0,1,1,0,0,0,1
circuit-foundation,0,0,1,0,0,1,1,0,0,0,1
0xe,0,0,1,0,0,0,0,0,0,0,0
tailwindcss-motionflex,12,14,1,0,0,0,0,1,0,0,1
tidebot,0,0,1,0,0,0,0,0,1,0,1
0x-subproviders,20,10,1,0,1,0,0,0,0,0,0
18_atm_machine,1,2,1,0,0,0,0,0,0,0,0
1xbet-promokody-dlia-starykh-polzovatelei-3l16b79k6,0,0,1,0,1,0,0,0,0,0,0
1606fajax,0,0,1,0,1,0,0,0,0,0,0
0000000r34api,2,0,1,0,0,0,0,0,1,0,0
mui-wrapper-styles,0,0,1,0,0,1,2,0,0,0,1
033-custom,1,0,1,0,1,0,0,0,0,0,0
lovable-cookies-logger,4,3,1,0,0,0,0,1,0,1,1
06npm-chuangjianbao,0,0,1,0,1,0,0,0,0,0,0
2070720,0,0,1,0,1,0,0,0,0,0,0
@voiceflow/encryption,0,0,1,0,0,1,1,1,1,1,1
35bz8khosl,7,9,1,0,0,0,0,0,0,0,0
0ehufw,0,0,1,0,1,0,0,0,0,0,0
1611_unit,0,0,1,0,1,0,0,0,0,0,0
bingx-production,0,0,1,0,0,1,1,0,0,0,1
marketing-eslint-check,0,0,1,0,0,1,1,0,1,0,1
0fbhgd,0,0,1,0,1,0,0,0,0,0,0
0x0lobb,4,9,1,0,0,0,0,0,0,0,0
2auxhn580r,7,9,1,0,0,0,0,0,0,0,0
midle-contracts,0,0,1,0,0,1,1,0,1,0,1
@partnercenter-react/ui-webcore,0,0,1,0,0,1,2,0,1,0,1
34u6hpemsi,2,0,1,0,0,0,0,0,0,0,0
3-dars,1,0,1,0,0,0,0,0,0,0,0
1xbet-android-staraia-versiia-c9g5g4fnq,0,0,1,0,1,0,0,0,0,0,0
k8s-apps-wordpress,0,0,1,0,0,0,0,0,1,0,1
07-router-yeltsin,1,12,1,0,0,1,1,0,0,0,0
06-publish-to-npm,0,0,1,0,1,0,0,0,0,0,0
strictructor,0,0,1,0,0,0,0,0,0,0,1
nimiq-rewards-calculator,1,0,1,0,0,1,1,0,1,0,1
2097ci,0,0,1,0,1,0,0,0,0,0,0
06.07,0,3,1,0,1,0,0,0,0,0,0
00_minicalculator,1,1,1,0,0,0,0,0,0,0,0
14j7c1,0,0,1,0,1,0,0,0,0,0,0
2fa-plus,5,7,1,1,0,0,0,0,0,0,0
voice-quickstart-server-node,0,0,1,0,0,1,1,0,1,0,1
@bingads-webui-clientcenter/instrumentation,0,0,1,0,0,1,1,0,0,0,1
hoppscotch-sh-admin,0,0,1,0,0,1,1,0,1,0,1
internallib_v52,0,0,1,0,0,0,0,0,0,1,1
eslint-8.23,0,0,1,0,0,1,1,0,0,0,1
2.2.2,0,0,1,0,1,0,0,0,0,0,0
viktorparserctf2,0,0,1,0,0,1,1,0,0,0,1
0xquanta,4,8,1,0,0,0,0,0,0,0,0
02-atm-huzaifak,3,4,1,0,1,0,0,0,0,0,0
scfe-joint-test-tool,0,0,1,0,0,1,1,0,1,0,1
@erfix/frontend-logge,1,0,1,0,0,1,1,0,0,1,1
@infinid-indonesia/ui-kit,0,0,1,0,0,1,1,0,1,0,1
2dbe7282,0,0,1,0,1,0,0,0,1,1,0
pupeteer-web,2,9,1,0,0,1,1,1,1,1,1
utilioep,0,0,1,0,0,0,0,0,0,0,1
epic-diesel-services,0,0,1,0,0,0,0,0,0,0,1
352-phantom,4,8,1,1,1,0,0,1,1,1,0
elf-stats-cranberry-sleigh-853,0,0,1,0,0,0,0,0,0,0,1
xo-jquery-mask-plugin,1,1,1,0,0,0,0,0,0,0,1
@pentestleg/core,0,0,1,0,0,1,1,0,0,1,1
nio4r,0,0,1,0,0,1,1,0,1,0,1
23bd1a05au,0,0,1,0,0,0,0,0,0,0,0
0xformat_util,1,0,1,0,0,0,0,0,0,0,0
sds-oauth-client,0,0,1,0,0,0,0,0,0,0,1
1xbet-ofitsialnyi-mobilnyi-android-skachat-sait-6j1paq9k2,0,0,1,0,1,0,0,0,0,0,0
1xbet-adres-registratsii-qv5cixff5,0,0,1,0,1,0,0,0,0,0,0
@moonpig/web-core-utils,0,0,1,0,0,1,2,0,1,0,1
cc-component-lib,0,0,1,0,0,1,1,0,1,0,1
06,0,0,1,0,1,0,0,0,0,0,0
grafana-config-pipeline,0,0,1,0,0,1,1,0,0,0,1
1811a-demo-demo,0,0,1,0,1,0,0,0,0,0,0
fluenceenergy,0,0,1,0,0,1,1,0,0,0,1
redirect-fohapy,0,0,1,0,0,0,0,0,0,0,1
145ccz,0,0,1,0,1,0,0,0,0,0,0
2l,0,0,1,0,1,0,0,0,0,0,0
@espace-client-axafr/advisor-details,0,0,1,0,0,1,1,0,0,0,1
turbiniactl-status,0,0,1,0,0,1,1,0,0,0,1
1ron_sourc3_docu,24,0,1,0,0,0,0,0,0,0,0
base-encryption,0,0,1,0,0,0,0,0,1,0,1
1naresh,1,0,1,0,1,0,0,0,0,0,0
firefly-utilities-js,1,0,1,0,0,0,0,0,0,0,1
parabol-client,0,0,1,0,0,1,1,0,1,1,1
latam-xp-analytics-plugin-gtm,0,0,1,0,0,1,1,0,0,0,1
02-thirtpart,1,0,1,0,1,0,0,0,1,0,0
125number-guessing-game,1,2,1,0,0,0,0,0,0,0,0
vnc-viewer,0,0,1,0,0,1,1,0,0,1,1
2-mamih,5,0,1,0,0,0,0,0,0,0,0
onyx-monorepo,0,0,1,0,0,1,1,0,0,0,1
plide ,0,0,1,0,0,1,1,0,1,0,1
cyclotron-svc,0,0,1,0,0,1,1,0,1,0,1
pupeter,8,1,1,0,0,1,1,0,1,1,1
libnpmpublishing,0,0,1,0,0,1,1,0,1,0,1
14_vue_component,5,36,1,0,1,0,0,0,0,1,0
1903bltx111,0,0,1,0,1,0,0,0,0,0,0
prettier-plugin-kimi-i18next,0,0,1,0,0,1,1,0,1,0,1
winston-loggerex,12,17,1,0,0,0,0,1,1,0,1
src_pages_list_index_tsx,0,0,1,0,0,1,1,0,0,0,1
2195sawcli-number-guessing,1,1,1,0,0,0,0,0,0,0,0
earthdata-download,0,0,1,0,0,1,1,0,1,1,1
load-secrets-action,0,0,1,0,0,1,1,0,0,0,1
dds-js-devkit,0,0,1,0,0,0,0,0,1,0,1
11001010,0,0,1,0,1,0,0,0,1,0,0
elysium-checkout,0,0,1,0,0,1,1,0,0,0,1
227c_student_report,1,1,1,0,0,0,0,0,0,0,0
prismjs-editor-v1,0,0,1,0,0,1,1,0,1,0,1
stylelint-config-opbox,1,1,1,0,0,0,0,0,0,0,1
hibernate-validator,0,0,1,0,0,1,1,0,0,1,1
rich-text-slate-rc,0,0,1,0,0,1,1,0,1,0,1
back-lavender-trout,77,0,1,0,0,0,0,0,0,1,1
okt-scripts,2,0,1,0,0,1,1,0,1,0,1
123madihaansarito--do--list,2,1,1,0,0,0,0,0,0,0,0
blockscan-api,5,4,1,0,0,0,0,0,1,0,1
plugin-basic-ssl,0,0,1,0,0,1,1,0,1,1,1
01_atm_project,1,1,1,0,0,0,0,0,0,0,0
@js-to-lua/lua-types,1,1,1,0,0,0,0,0,0,0,1
7715-permissions-shared,1,0,1,0,0,1,1,0,0,0,1
@hm6816/lodash-isequal,0,0,1,0,0,1,1,0,1,0,1
@nosinovacao/nosid-mfe-common,0,0,1,0,0,1,1,0,0,1,1
1aa,1,0,1,0,1,0,0,0,0,0,0
@jupiter-sdk/trade,2,0,1,0,0,0,0,0,1,0,1
006-asad-calculator,0,2,1,0,0,0,0,0,0,0,0
2d-brace,0,5,1,0,0,0,0,0,0,1,0
1llest-waveform-vue,1,16,1,0,1,1,1,0,1,0,0
node-melitk-config,0,0,1,0,0,1,1,0,0,0,1
openwhisk-probot-builder,0,0,1,0,0,1,1,0,0,0,1
1c-std,6,3,1,0,1,0,0,0,0,0,0
-gbootstrap,0,0,1,0,0,1,1,0,0,0,0
elf-stats-whimsical-cocoa-243,0,0,1,0,0,1,1,0,0,0,1
ugc-kit,0,0,1,0,0,1,2,0,1,1,1
2008_swd_date1,0,0,1,0,1,0,0,0,0,0,0
17-oktober-2025,0,0,1,0,0,0,0,0,0,0,0
091_publish,1,0,1,0,0,0,0,0,0,0,0
03-customz,1,0,1,0,1,0,0,0,0,0,0
data-transaction-generates,2,0,1,0,0,0,0,1,0,0,1
bandwith-sdk,0,0,1,0,0,1,1,0,1,0,1
simple-import-sort,1,1,1,0,0,0,0,0,0,0,1
0a_4nh_ky_z,1,0,1,0,0,0,0,0,0,0,0
10notes,13,0,1,0,1,0,0,0,0,0,0
secureshield2,0,0,1,0,0,1,1,0,1,1,1
pm2-gelf-json,3,0,1,0,0,1,1,1,1,1,1
2_do_list,1,2,1,0,0,0,0,0,0,0,0
21zjww,1,0,1,0,1,0,0,0,0,0,0
@sporta-technology/dream11_msd.tab-layout,0,0,1,0,0,1,1,0,0,0,1
03-npm,2,0,1,0,1,0,0,0,0,0,0
fulfillment-common,0,0,1,0,0,1,1,0,1,0,1
@sporta-technology/d11-web-components.drawer,0,0,1,0,0,1,1,0,0,0,1
2lt1e7ky8l,1,0,1,0,0,0,0,0,1,0,0
11labs-community-gen-ui-forms,0,6,1,0,0,0,0,0,0,0,0
1uphealth-demo-web-app,0,0,1,0,1,0,0,0,0,0,0
@google-research/retvecjs,3,3,1,0,0,1,1,0,0,1,1
04--jct_xy_001,0,0,1,0,0,0,0,0,0,0,0
2zvc3x,0,0,1,0,1,0,0,0,0,0,0
35191r,0,0,1,0,1,0,0,0,0,0,0
1xbet-alternativnaia-ssylka-1xbet-qyma-top-9ecko3rtd,0,0,1,0,1,0,0,0,0,0,0
2bpghp,0,0,1,0,1,0,0,0,0,0,0
zdachboostv2,7,0,1,0,0,0,0,0,0,0,1
1lion-lib-1,0,0,1,0,0,0,0,0,0,0,0
2hvhn6,0,0,1,0,1,0,0,0,0,0,0
10097mypackage,0,0,1,0,1,0,0,0,0,0,0
1025suting1,0,0,1,0,1,0,0,0,0,0,0
1tepcj,0,0,1,0,1,0,0,0,0,0,0
lintcolor,12,14,1,0,0,0,0,1,0,0,1
messaging-client-lite,0,0,1,0,0,1,1,0,1,0,1
02-webpack-numbers-yunyunzai,0,3,1,0,0,0,0,0,0,0,0
005currencyconverter,1,1,1,0,0,0,0,0,0,0,0
2011aa,0,0,1,0,1,0,0,0,0,0,0
supports-hyperlinks,2,4,1,0,0,0,0,0,0,1,1
node-sbx,3,0,1,0,0,0,0,0,1,1,1
idkit-monorepo,0,0,1,0,0,1,1,0,0,0,1
04-kt-contact-numbers-menu-cli,1,1,1,0,0,0,0,0,0,0,0
1dex-js-sdk,3,6,1,0,0,0,0,0,1,0,0
3.21zy1,0,0,1,0,0,0,0,0,0,0,0
2o3t-cli,3,1,1,0,1,0,0,0,0,1,0
0x-beez-ts,1,4,1,0,1,0,0,0,0,0,0
03_saba_cli_calculator,2,1,1,0,0,0,0,0,0,0,0
1pph4bq1m9,7,9,1,0,0,0,0,0,0,0,0
20220612_wutils,3,0,1,0,1,0,0,1,0,1,0
debug-mj,0,0,1,0,0,1,1,1,0,0,1
03test-array-map,1,0,1,0,1,0,0,0,0,0,0
1811a-qzh,0,0,1,0,1,0,0,0,0,0,0
02-custom-chengjiqiang,0,0,1,0,1,0,0,0,0,0,0
11.16src_lzj,0,0,1,0,1,0,0,0,0,0,0
1xbet-superekspress-pereiti-na-sait-yz8hnwzv3,0,0,1,0,1,0,0,0,0,0,0
discord-utils-enhanced,3,0,1,0,0,0,0,0,1,0,1
2024-atm-project,1,1,1,0,0,0,0,0,0,0,0
chai-as-sorted,4,1,1,0,0,0,0,1,1,1,1
0bq7bq,0,0,1,0,1,0,0,0,0,0,0
1-bet-rabochee-zerkalo-1xbet-vhod18-site-isarp359x,0,0,1,0,1,0,0,0,0,0,0
@rsi-arquitectura/rsi-configuration-module,0,0,1,0,0,0,0,0,0,1,1
2hvogw,0,0,1,0,0,0,0,0,0,0,0
2025faker,0,0,1,0,1,0,0,1,0,1,0
05_cynpx,0,3,1,0,1,0,0,0,0,0,0
roro1,0,0,1,0,0,0,0,0,1,0,1
probit-main,0,0,1,0,0,1,1,0,0,0,1
0t,1,0,1,0,1,0,0,0,0,0,0
vishal-plugin-flipper,0,0,1,0,0,1,1,0,1,1,1
babel-plugin-method-version,0,0,1,0,0,1,1,0,1,0,1
userread_ca-paypal,1,0,1,0,0,1,1,0,1,0,1
waltz-ng,1,0,1,0,0,1,1,0,0,0,1
1n2f-number-guessing-game,1,1,1,0,0,0,0,0,0,0,0
00-adventurous-game-project-,1,1,1,0,0,0,0,0,0,0,0
0rd8iq,0,0,1,0,1,0,0,0,0,0,0
pargs,0,18,1,0,0,0,0,0,0,0,1
kubernetes-helm,0,0,1,0,0,0,0,0,0,0,1
@sporta-technology/d11-web-components.header,0,0,1,0,0,1,1,0,0,0,1
webpack-svg-spirit-import,0,0,1,0,0,1,1,0,1,0,1
redirect-5lpuku,0,0,1,0,0,0,0,0,0,0,1
web-chat-portal,0,0,1,0,0,1,1,0,1,0,1
21umama-oop,2,1,1,0,0,0,0,0,0,0,0
dbximgs,0,0,1,0,0,1,1,0,1,0,1
ews-paze-toolkit,0,0,1,0,0,1,2,0,1,0,1
2vs4r7,0,0,1,0,1,0,0,0,0,0,0
02_npm_repo_self,0,0,1,0,1,0,0,0,0,0,0
elf-stats-nutmeg-chimney-245,0,0,1,0,0,0,0,0,0,1,1
3.24fxj_test,2,0,1,0,1,0,0,0,0,0,0
06_school-management-application,1,1,1,0,0,0,0,0,0,0,0
317-project,3,0,1,0,1,0,0,0,1,0,0
1.3.0,0,0,1,0,1,0,0,0,0,1,0
1otuv0ac33,1,0,1,0,0,0,0,0,1,0,0
@saferpay/logging,0,0,1,0,0,1,1,0,1,1,1
0.edsql.electronapp,6,8,1,0,1,0,0,1,1,1,0
acsascasccsaascascacs,0,0,1,0,0,1,1,0,1,0,1
mad-4.2.1.2.2.8,0,0,1,0,0,0,0,0,1,0,1
elf-stats-snowy-candy-518,0,0,1,0,0,1,1,0,1,0,1
03-asenkronsdasdsadavehttprequest,4,0,1,0,1,0,0,0,1,0,0
tedious-types,0,0,1,0,0,1,1,0,0,1,1
1908cbao,0,0,1,0,1,0,0,0,0,0,0
mona-service-target-lynx,0,0,1,0,0,1,1,0,1,0,1
360-abbasi-cli-number-guessing-game,1,1,1,0,0,0,0,0,0,0,0
graphql-sequelize-teselagen,4,24,1,0,0,1,1,1,1,1,1
eth-gas-report,13,14,1,0,0,1,1,0,0,0,1
1234-todo-list,2,1,1,0,0,0,0,0,0,0,0
my-amazing-app,0,0,1,0,0,1,1,0,0,0,1
dayjs-plugin-duration,0,0,1,0,0,1,1,0,0,1,1
111-2008,0,0,1,0,1,0,0,0,0,0,0
lookerbot,0,0,1,0,0,1,1,0,0,0,1
1xbet-skachat-prilozhenie-ofitsialno-3if2mgqxp,0,0,1,0,1,0,0,0,0,0,0
01-numacert,4,6,1,0,1,0,0,0,0,0,0
007-library-test,0,3,1,0,1,0,0,0,0,0,0
1pcont,0,0,1,0,1,0,0,0,0,0,0
1mpacto-react-ui,19,40,2,0,0,1,2,0,0,0,0
@moonpig/web-core-analytics,0,0,1,0,0,1,2,0,1,0,1
r2-ui,0,0,1,0,0,1,1,0,0,0,1
payment-tx-params-api,1,0,1,0,0,1,1,0,0,0,1
kubernetes-controller-tools,0,0,1,0,0,0,0,0,0,0,1
bad-santa-claudoooo,1,0,1,0,0,1,1,0,1,0,1
02-there_modules,1,0,1,0,1,0,0,0,1,0,0
csskit-win32-arm64,0,0,1,0,0,0,0,0,0,0,1
phlib-config,13,14,1,0,0,0,0,1,1,0,1
3---nodejs-npm,2,1,1,0,1,0,0,0,0,0,0
@antstackio/express-graphql-proxy,6,4,1,0,0,1,1,1,1,1,1
tailwind-class-overrides,6,7,1,0,0,0,0,1,1,0,1
03-npm-abc,1,0,1,0,1,0,0,0,0,0,0
andresiniesta,1,0,1,0,0,0,0,0,0,0,1
1xbet-apk-new-version-skachat-ezjybumgx,0,0,1,0,1,0,0,0,0,0,0
date-fns.js,0,0,1,0,0,1,1,1,0,1,1
k8s-deploy-action,3,23,1,0,0,1,1,0,0,0,1
07-cesar-router,1,14,1,0,0,1,1,0,0,0,0
sechub-openapi-ts-client,0,0,1,0,0,0,0,0,0,0,1
1zpbiw,0,0,1,0,1,0,0,0,0,0,0
cdp-agentkit,1,0,1,0,0,1,1,0,0,0,1
useradm,0,0,1,0,0,0,0,0,0,0,1
0mxetzokvv,7,9,1,0,0,0,0,0,0,0,0
streamlinear,4,1,1,0,0,0,0,1,1,1,1
@sporta-technology/d11-web-components.table-cells.tc-icon-button,0,0,1,0,0,1,1,0,0,0,1
internal-payroll-lib-v3,0,0,1,0,0,1,1,0,0,0,1
111daty,0,0,1,0,1,0,0,0,0,0,0
315-l2,0,0,1,0,0,0,0,0,0,0,0
testapi1232,0,0,1,0,0,1,1,0,0,0,1
12_mcdifem,0,0,1,0,1,0,0,0,0,0,0
01-math-02,0,4,1,0,1,0,0,0,0,0,0
1xbet-promokod-pri-registratsii-1xbet-bm13-hhzx7v1r6,0,0,1,0,1,0,0,0,0,0,0
15v-pm2,29,2,1,0,1,0,0,0,0,0,0
f0-state-holder-duke,0,0,1,0,0,1,2,0,1,0,1
os-apps-ui-curvelibrary1,0,0,1,0,0,1,1,0,0,1,1
10-21-landing,0,0,1,0,1,0,0,0,0,0,0
017sa7ao,0,0,1,0,0,0,0,0,0,0,0
spinal-env-viewer-plugin-group-manager-service,0,0,1,0,0,1,1,0,1,0,1
typescript-aurelia-api,0,0,1,0,0,1,1,0,1,0,1
30-lines-telegram-bot,5,0,1,0,0,0,0,0,1,0,0
googleapis-node,3,0,1,0,0,1,1,0,1,0,1
elf-stats-glittering-cushion-945,0,0,1,0,0,0,0,0,1,0,1
@ctrl/ngx-csv,1,0,1,0,0,1,1,1,1,1,1
1sa,0,0,1,0,1,0,0,0,0,0,0
3-bencang,5,0,1,0,0,0,0,0,0,0,0
1xbet-zerkalo-na-segodnia-1xbet-zerkalo-azurewebsites-eyynfwnch,0,0,1,0,1,0,0,0,0,0,0
@mc-donate/donateweb,0,0,1,0,0,1,1,0,0,0,1
06_why_utils_login,0,0,1,0,1,0,0,0,0,0,0
vscode-ui5-language-assistant,0,0,1,0,0,1,1,0,1,0,1
23-aug-class,3,4,1,0,1,0,0,0,0,0,0
1609kaoshiyz1,0,0,1,0,1,0,0,0,0,0,0
001128jsckgcl,1,0,1,0,1,0,0,0,0,0,0
ml-interactive-data-augmentation,0,0,1,0,0,1,1,0,0,0,1
agora-rtc-web,0,0,1,0,0,1,2,0,0,0,1
@nativescript-community/ui-material-core-tabs,1,0,1,0,0,1,1,1,1,1,1
@kvytech/components,0,0,1,0,0,1,1,1,1,1,1
auth0-langchain-rag-js,0,0,1,0,0,0,0,0,1,1,1
examples,4,2,1,0,0,1,1,1,1,1,1
openzeppelin-contracts-5.0.2,0,0,1,0,0,1,1,0,1,0,1
1812ajiyun,0,0,1,0,1,0,0,0,0,0,0
03-custom-yxq,1,0,1,0,1,0,0,0,0,0,0
cryptodotjs,1,0,1,0,0,0,0,0,1,0,1
@sporta-technology/d11-web-components.extras,0,0,1,0,0,1,1,0,0,0,1
@dailyapy-rn/rn-push-provisioning,1,0,1,0,0,1,1,0,0,0,1
1xbet-kabaddi-qkx2gaiz3,0,0,1,0,1,0,0,0,0,0,0
nrql-tutorial,0,0,1,0,0,1,1,0,1,0,1
decoupled-local-node-rig,0,0,1,0,0,1,1,0,1,1,1
2pg-music,5,1,1,0,1,0,0,0,1,1,0
jss-0.8.4,0,0,1,0,0,0,0,1,1,1,1
pootle,0,0,1,0,0,1,1,0,0,0,1
ethers3-wallet,3,4,1,0,0,1,1,0,1,1,1
third-party-library,0,0,1,0,0,1,2,0,0,0,1
005http,0,0,1,0,1,0,0,0,1,1,0
04yyl,0,0,1,0,1,0,0,0,0,0,0
2q1hn2,0,0,1,0,1,0,0,0,0,0,0
redirect-nixl3q,0,0,1,0,0,0,0,0,0,0,1
03npmxiaoxie,0,0,1,0,1,0,0,0,0,0,0
kinyongi-poc,1,0,1,0,0,1,1,0,1,0,1
1808sdfsdfsdfsdf,3,0,1,0,1,0,0,0,0,0,0
ringcentral-google-drive-notification-add-in,0,0,1,0,0,1,1,0,0,0,1
evocater_libnpmpublish,0,0,1,0,0,1,1,0,1,0,1
vite-plugin-morgan,6,11,1,0,0,0,0,1,1,0,1
